,Unnamed: 0.1,Unnamed: 0,id,protein_id,annotation,locus_tag,gene,start,end,strand,accession,Exp.,DeepSecE,DeepSecE(0.6),Effectidor
1597,1597,1597,1653,WP_005767612.1,osmoprotectant NAGGN system M42 family peptidase,PSPTO_RS08510,,1785376,1786572,-,NC_004578.1,0,0,0,0
1598,1598,1598,1654,WP_005767614.1,N-acetylglutaminylglutamine synthetase,PSPTO_RS08515,ngg,1786655,1788403,-,NC_004578.1,0,0,0,0
1599,1599,1599,1655,WP_011103637.1,N-acetylglutaminylglutamine amidotransferase,PSPTO_RS08520,,1788407,1790179,-,NC_004578.1,0,0,0,0
1600,1600,1600,1656,WP_011103638.1,type II toxin-antitoxin system HicA family toxin,PSPTO_RS08525,,1790464,1790646,+,NC_004578.1,0,0,0,0
1601,1601,1601,1657,WP_005767619.1,type II toxin-antitoxin system HicB family antitoxin,PSPTO_RS08530,,1790682,1791086,+,NC_004578.1,0,0,0,0
1602,1602,1602,1658,WP_046463929.1,iron ABC transporter permease,PSPTO_RS08535,,1791102,1792181,-,NC_004578.1,0,0,0,0
1603,1603,1603,1659,WP_011103640.1,FtsX-like permease family protein,PSPTO_RS08540,,1792171,1794648,-,NC_004578.1,0,0,0,0
1604,1604,1604,1660,WP_011103641.1,ABC transporter ATP-binding protein,PSPTO_RS08545,,1794648,1795316,-,NC_004578.1,0,0,0,0
1605,1605,1605,1661,WP_011103642.1,bifunctional tRNA (5-methylaminomethyl-2-thiouridine)(34)-methyltransferase MnmD/FAD-dependent 5-carboxymethylaminomethyl-2-thiouridine(34) oxidoreductase MnmC,PSPTO_RS08555,mnmC,1795541,1797523,-,NC_004578.1,0,0,0,0
1606,1606,1606,1662,WP_011103643.1,polyphosphate:AMP phosphotransferase,PSPTO_RS08560,pap,1797671,1799167,+,NC_004578.1,0,0,0,0
1607,1607,1607,1663,WP_225982977.1,hypothetical protein,PSPTO_RS08565,,1799219,1799452,-,NC_004578.1,0,1,0,1
1608,1608,1608,1664,WP_011103644.1,YbaN family protein,PSPTO_RS08570,,1799627,1800028,-,NC_004578.1,0,0,0,0
1609,1609,1609,1665,WP_005767637.1,YecA family protein,PSPTO_RS08575,,1800039,1800626,-,NC_004578.1,0,0,0,0
1610,1610,1610,1666,WP_007245677.1,DNA helicase RecQ,PSPTO_RS08580,recQ,1800803,1802932,+,NC_004578.1,0,0,0,0
1611,1611,1611,1667,WP_003381003.1,MarR family transcriptional regulator,PSPTO_RS08585,,1803026,1803460,+,NC_004578.1,0,0,0,0
1612,1612,1612,1668,WP_046463928.1,LysM peptidoglycan-binding domain-containing protein,PSPTO_RS08590,,1803557,1805752,+,NC_004578.1,0,0,0,0
1613,1613,1613,1669,WP_005767643.1,topoisomerase DNA-binding C4 zinc finger domain-containing protein,PSPTO_RS08595,,1805798,1806142,-,NC_004578.1,0,0,0,0
1614,1614,1614,1670,WP_011103647.1,methyl-accepting chemotaxis protein,PSPTO_RS08600,,1806405,1807970,+,NC_004578.1,0,0,0,0
1615,1615,1615,1671,WP_011103648.1,autotransporter serine protease,PSPTO_RS08625,,1808975,1811980,+,NC_004578.1,0,0,0,0
1616,1616,1616,1672,WP_046463927.1,autotransporter serine protease,PSPTO_RS08630,,1812088,1815201,+,NC_004578.1,0,0,0,0
1617,1617,1617,1673,WP_011103650.1,hypothetical protein,PSPTO_RS08635,,1815561,1815851,+,NC_004578.1,0,0,0,0
1618,1618,1618,1674,WP_011103651.1,Bro-N domain-containing protein,PSPTO_RS08640,,1815904,1816479,-,NC_004578.1,0,1,1,0
1619,1619,1619,1675,WP_011103652.1,AAA family ATPase,PSPTO_RS08645,,1816911,1818464,+,NC_004578.1,0,0,0,0
1620,1620,1620,1676,WP_011103653.1,McrC family protein,PSPTO_RS08650,,1818461,1819735,+,NC_004578.1,0,0,0,0
1621,1621,1621,1677,WP_011103654.1,hypothetical protein,PSPTO_RS08655,,1820002,1820478,-,NC_004578.1,0,0,0,0
1622,1622,1622,1678,WP_011103655.1,DUF262 domain-containing HNH endonuclease family protein,PSPTO_RS08660,,1820528,1822417,-,NC_004578.1,0,0,0,0
1623,1623,1623,1679,WP_226992688.1,hypothetical protein,PSPTO_RS30215,,1822734,1824410,+,NC_004578.1,0,0,0,0
1624,1624,1624,1680,WP_005741073.1,IS21-like element ISPsy4 family helper ATPase IstB,PSPTO_RS08675,istB,1824436,1825245,-,NC_004578.1,0,0,0,0
1625,1625,1625,1681,WP_002551322.1,IS21-like element ISPsy4 family transposase,PSPTO_RS08680,istA,1825242,1826264,-,NC_004578.1,0,0,0,1
1626,1626,1626,1682,WP_226992714.1,hypothetical protein,PSPTO_RS08685,,1826211,1826921,+,NC_004578.1,0,0,0,1
1627,1627,1627,1683,WP_161797813.1,SNF2-related protein,PSPTO_RS08690,,1827371,1829776,+,NC_004578.1,0,0,0,0
1628,1628,1628,1684,WP_005766612.1,ribonucleotide-diphosphate reductase subunit beta,PSPTO_RS08695,,1830031,1831278,-,NC_004578.1,0,0,0,0
1629,1629,1629,1685,WP_005766613.1,GNAT family N-acetyltransferase,PSPTO_RS08700,,1831947,1832516,-,NC_004578.1,0,0,0,0
1630,1630,1630,1686,WP_005766614.1,BON domain-containing protein,PSPTO_RS08705,,1832622,1833269,-,NC_004578.1,0,0,0,0
1631,1631,1631,1687,WP_011103658.1,potassium channel family protein,PSPTO_RS08710,,1833391,1833840,-,NC_004578.1,0,0,0,0
1632,1632,1632,1688,WP_011103659.1,helix-turn-helix domain-containing protein,PSPTO_RS08715,,1833875,1834627,-,NC_004578.1,0,0,0,0
1633,1633,1633,1689,WP_011103660.1,universal stress protein,PSPTO_RS08720,,1834878,1835768,+,NC_004578.1,0,0,0,0
1634,1634,1634,1690,WP_011103662.1,propionate kinase,PSPTO_RS08725,,1836085,1837308,+,NC_004578.1,0,0,0,0
1635,1635,1635,1691,WP_011103663.1,phosphoketolase family protein,PSPTO_RS08730,,1837381,1839888,+,NC_004578.1,0,0,0,0
1636,1636,1636,1692,WP_005766620.1,ribonucleoside-diphosphate reductase subunit alpha,PSPTO_RS08735,,1840004,1842916,-,NC_004578.1,0,0,0,0
1637,1637,1637,1693,WP_005766623.1,response regulator transcription factor,PSPTO_RS08740,,1843620,1844357,+,NC_004578.1,0,0,0,0
1638,1638,1638,1694,WP_046463925.1,ATP-binding protein,PSPTO_RS08745,,1844362,1845972,+,NC_004578.1,0,0,0,0
1639,1639,1639,1695,WP_011103665.1,siderophore-iron reductase FhuF,PSPTO_RS08750,fhuF,1845930,1846676,+,NC_004578.1,0,0,0,0
1640,1640,1640,1696,WP_200836485.1,4'-phosphopantetheinyl transferase superfamily protein,PSPTO_RS08755,,1846677,1847402,-,NC_004578.1,0,0,0,0
1641,1641,1641,1697,WP_226992699.1,transposase,PSPTO_RS08760,,1847623,1848135,+,NC_004578.1,0,0,0,0
1642,1642,1642,1698,WP_005766631.1,dienelactone hydrolase family protein,PSPTO_RS08765,,1848378,1849166,-,NC_004578.1,0,0,0,0
1643,1643,1643,1699,WP_005766633.1,hypothetical protein,PSPTO_RS08770,,1849346,1849696,+,NC_004578.1,0,0,0,0
1644,1644,1644,1700,WP_003381559.1,response regulator,PSPTO_RS08775,,1849724,1850401,+,NC_004578.1,0,0,0,0
1645,1645,1645,1701,WP_005739017.1,ATP-binding protein,PSPTO_RS08780,,1850398,1851744,+,NC_004578.1,0,0,0,0
1646,1646,1646,1702,WP_005766635.1,dicarboxylate/amino acid:cation symporter,PSPTO_RS08785,,1852101,1853453,+,NC_004578.1,0,0,0,0
1647,1647,1647,1703,WP_005766637.1,SprT family zinc-dependent metalloprotease,PSPTO_RS08790,,1853519,1854013,-,NC_004578.1,0,0,0,0
1648,1648,1648,1704,WP_011103669.1,tRNA 2-thiocytidine(32) synthetase TtcA,PSPTO_RS08795,ttcA,1854218,1855042,+,NC_004578.1,0,0,0,0
1649,1649,1649,1705,WP_011103670.1,DNA-3-methyladenine glycosylase I,PSPTO_RS08800,,1855049,1855720,-,NC_004578.1,0,0,0,0
1650,1650,1650,1706,WP_003381567.1,NAD(P)H:quinone oxidoreductase,PSPTO_RS08805,wrbA,1855816,1856421,-,NC_004578.1,0,1,0,0
1651,1651,1651,1707,WP_011103671.1,arsenate reductase (glutaredoxin),PSPTO_RS08810,arsC,1856418,1856771,-,NC_004578.1,0,0,0,0
1652,1652,1652,1708,WP_005739010.1,TlpA family protein disulfide reductase,PSPTO_RS08815,,1856901,1857368,+,NC_004578.1,0,0,0,0
1653,1653,1653,1709,WP_011103672.1,META domain-containing protein,PSPTO_RS08820,,1857514,1857921,-,NC_004578.1,0,0,0,0
1654,1654,1654,1710,WP_005766645.1,hypothetical protein,PSPTO_RS08825,,1857918,1858355,-,NC_004578.1,0,0,0,0
1655,1655,1655,1711,WP_011103673.1,ATP-binding protein,PSPTO_RS08830,,1858439,1861192,-,NC_004578.1,0,0,0,0
1656,1656,1656,1712,WP_005616363.1,cysteine synthase CysM,PSPTO_RS08835,cysM,1861465,1862367,+,NC_004578.1,0,0,0,0
1657,1657,1657,1713,WP_011103674.1,23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD,PSPTO_RS08840,rlmD,1862367,1863722,+,NC_004578.1,0,0,0,0
1658,1658,1658,1714,WP_007247360.1,GTP diphosphokinase,PSPTO_RS08845,relA,1863879,1866122,+,NC_004578.1,0,0,0,0
1659,1659,1659,1715,WP_011103676.1,nucleoside triphosphate pyrophosphohydrolase,PSPTO_RS08850,mazG,1866236,1867069,+,NC_004578.1,0,0,0,0
1660,1660,1660,1716,WP_005616372.1,DUF2058 domain-containing protein,PSPTO_RS08855,,1867100,1867639,+,NC_004578.1,0,0,0,0
1661,1661,1661,1717,WP_003381582.1,hypothetical protein,PSPTO_RS08860,,1867739,1867918,-,NC_004578.1,0,1,1,0
1662,1662,1662,1718,WP_003381583.1,DUF3108 domain-containing protein,PSPTO_RS08875,,1868418,1869131,-,NC_004578.1,0,0,0,0
1663,1663,1663,1719,WP_005766657.1,phosphoribosylglycinamide formyltransferase,PSPTO_RS08880,purN,1869140,1869790,-,NC_004578.1,0,0,0,0
1664,1664,1664,1720,WP_003381585.1,phosphoribosylformylglycinamidine cyclo-ligase,PSPTO_RS08885,purM,1869790,1870848,-,NC_004578.1,0,0,0,0
1665,1665,1665,1721,WP_011103677.1,DUF2066 domain-containing protein,PSPTO_RS08890,,1871179,1872279,+,NC_004578.1,0,0,0,0
1666,1666,1666,1722,WP_005616381.1,AI-2E family transporter,PSPTO_RS08895,,1872319,1873392,+,NC_004578.1,0,0,0,0
1667,1667,1667,1723,WP_003381589.1,DnaA regulatory inactivator Hda,PSPTO_RS08900,hda,1873622,1874326,+,NC_004578.1,0,0,0,0
1668,1668,1668,1724,WP_005766661.1,NAD-dependent deacylase,PSPTO_RS08905,,1874320,1875084,+,NC_004578.1,0,0,0,0
1669,1669,1669,1725,WP_044393666.1,C40 family peptidase,PSPTO_RS08910,,1875160,1875882,+,NC_004578.1,0,0,0,0
1670,1670,1670,1726,WP_005766666.1,C40 family peptidase,PSPTO_RS08915,,1875977,1876522,+,NC_004578.1,0,0,0,0
1671,1671,1671,1727,WP_005766669.1,sorbosone dehydrogenase family protein,PSPTO_RS08925,,1876688,1878016,-,NC_004578.1,0,0,0,0
1672,1672,1672,1728,WP_005766671.1,"cob(I)yrinic acid a,c-diamide adenosyltransferase",PSPTO_RS08930,cobO,1878441,1879052,+,NC_004578.1,0,0,0,0
1673,1673,1673,1729,WP_005766673.1,"cobyrinate a,c-diamide synthase",PSPTO_RS08935,,1879092,1880387,+,NC_004578.1,0,0,0,0
1674,1674,1674,1730,WP_005766675.1,"5,6-dimethylbenzimidazole synthase",PSPTO_RS08940,bluB,1880384,1881034,+,NC_004578.1,0,0,0,0
1675,1675,1675,1731,WP_011103680.1,adenosylcobinamide-phosphate synthase CbiB,PSPTO_RS08945,cbiB,1881031,1881939,+,NC_004578.1,0,0,0,0
1676,1676,1676,1732,WP_011103681.1,threonine-phosphate decarboxylase CobD,PSPTO_RS08950,cobD,1881932,1882936,+,NC_004578.1,0,0,0,0
1677,1677,1677,1733,WP_005766682.1,cobyric acid synthase,PSPTO_RS08955,,1882933,1884393,+,NC_004578.1,0,0,0,1
1678,1678,1678,1734,WP_005766684.1,bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase,PSPTO_RS08960,cobU,1884394,1884915,+,NC_004578.1,0,0,0,0
1679,1679,1679,1735,WP_005766686.1,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,PSPTO_RS08965,cobT,1884912,1885964,+,NC_004578.1,0,0,0,0
1680,1680,1680,1736,WP_005766688.1,alpha-ribazole phosphatase family protein,PSPTO_RS08970,,1885961,1886533,+,NC_004578.1,0,0,0,0
1681,1681,1681,1737,WP_011103682.1,adenosylcobinamide-GDP ribazoletransferase,PSPTO_RS08975,,1886539,1887270,+,NC_004578.1,0,0,0,0
1682,1682,1682,1738,WP_161797812.1,MFS transporter,PSPTO_RS08980,,1887377,1888576,+,NC_004578.1,0,0,0,0
1683,1683,1683,1739,WP_011103684.1,glutathione peroxidase,PSPTO_RS08985,,1888757,1889308,+,NC_004578.1,0,0,0,0
1684,1684,1684,1740,WP_046463934.1,outer membrane protein transport protein,PSPTO_RS08990,,1889959,1891224,-,NC_004578.1,0,0,0,0
1685,1685,1685,1741,WP_003378914.1,hypothetical protein,PSPTO_RS08995,,1891475,1891693,-,NC_004578.1,0,1,1,0
1686,1686,1686,1742,WP_005766701.1,hypothetical protein,PSPTO_RS09000,,1892174,1892479,-,NC_004578.1,0,0,0,0
1687,1687,1687,1743,WP_163004347.1,DNA recombination protein RmuC,PSPTO_RS09005,rmuC,1893238,1894602,+,NC_004578.1,0,0,0,0
1688,1688,1688,1744,WP_005766707.1,hypothetical protein,PSPTO_RS09010,,1895010,1895324,-,NC_004578.1,0,0,0,0
1689,1689,1689,1745,WP_005766709.1,DTW domain-containing protein,PSPTO_RS09015,,1895553,1896152,+,NC_004578.1,0,0,0,0
1690,1690,1690,1746,WP_005766711.1,DMT family transporter,PSPTO_RS09020,,1896253,1897215,+,NC_004578.1,0,0,0,0
1691,1691,1691,1747,WP_011103689.1,NAD(P)H-dependent oxidoreductase,PSPTO_RS09025,,1897240,1897854,-,NC_004578.1,0,0,0,0
1692,1692,1692,1748,WP_005766716.1,class II fumarate hydratase,PSPTO_RS09030,,1897847,1899241,-,NC_004578.1,0,0,0,0
1693,1693,1693,1749,WP_003314637.1,DUF2059 domain-containing protein,PSPTO_RS09035,,1899411,1899938,+,NC_004578.1,0,0,0,0
1694,1694,1694,1750,WP_003378929.1,BolA/IbaG family iron-sulfur metabolism protein,PSPTO_RS09040,,1899954,1900247,+,NC_004578.1,0,0,0,0
1695,1695,1695,1751,WP_005766720.1,rhodanese-related sulfurtransferase,PSPTO_RS09045,,1900419,1901372,+,NC_004578.1,0,0,0,0
1696,1696,1696,1752,WP_011103690.1,DsbA family protein,PSPTO_RS09050,,1901376,1902008,+,NC_004578.1,0,0,0,0
1697,1697,1697,1753,WP_161797811.1,ABC transporter ATP-binding protein/permease,PSPTO_RS09055,,1902058,1903827,+,NC_004578.1,0,0,0,0
1698,1698,1698,1754,WP_011103691.1,EAL domain-containing protein,PSPTO_RS09060,,1903951,1906407,+,NC_004578.1,0,0,0,0
1699,1699,1699,1755,WP_005766727.1,iron-containing redox enzyme family protein,PSPTO_RS09065,,1906438,1907223,+,NC_004578.1,0,0,0,0
1700,1700,1700,1756,WP_005766730.1,GGDEF domain-containing protein,PSPTO_RS09070,,1907254,1908180,-,NC_004578.1,0,1,0,0
1701,1701,1701,1757,WP_007245137.1,YciK family oxidoreductase,PSPTO_RS09075,,1908427,1909167,-,NC_004578.1,0,0,0,0
1702,1702,1702,1758,WP_011103692.1,N-acetylmuramic acid 6-phosphate phosphatase MupP,PSPTO_RS09080,mupP,1909195,1909866,-,NC_004578.1,0,0,0,0
1703,1703,1703,1759,WP_005766737.1,bifunctional 3-demethylubiquinone 3-O-methyltransferase/2-octaprenyl-6-hydroxy phenol methylase,PSPTO_RS09085,,1909870,1910568,-,NC_004578.1,0,0,0,0
1704,1704,1704,1760,WP_005766740.1,TRZ/ATZ family hydrolase,PSPTO_RS09090,,1910654,1911985,-,NC_004578.1,0,0,0,0
1705,1705,1705,1761,WP_005766742.1,S-methyl-5-thioribose-1-phosphate isomerase,PSPTO_RS09095,mtnA,1912105,1913181,+,NC_004578.1,0,0,0,0
1706,1706,1706,1762,WP_005766744.1,DNA gyrase subunit A,PSPTO_RS09100,gyrA,1913484,1916270,+,NC_004578.1,0,0,0,0
1707,1707,1707,1763,WP_005766746.1,3-phosphoserine/phosphohydroxythreonine transaminase,PSPTO_RS09105,serC,1916456,1917541,+,NC_004578.1,0,0,0,0
1708,1708,1708,1764,WP_005616461.1,prephenate dehydratase,PSPTO_RS09110,pheA,1917541,1918635,+,NC_004578.1,0,0,0,0
1709,1709,1709,1765,WP_005766747.1,prephenate dehydrogenase/arogenate dehydrogenase family protein,PSPTO_RS09115,,1918693,1920309,+,NC_004578.1,0,0,0,0
1710,1710,1710,1766,WP_005616463.1,(d)CMP kinase,PSPTO_RS09120,cmk,1920306,1920995,+,NC_004578.1,0,0,0,0
1711,1711,1711,1767,WP_002554562.1,30S ribosomal protein S1,PSPTO_RS09125,rpsA,1921117,1922808,+,NC_004578.1,0,0,0,0
1712,1712,1712,1768,WP_002554561.1,integration host factor subunit beta,PSPTO_RS09130,ihfB,1923124,1923420,+,NC_004578.1,0,0,0,0
1713,1713,1713,1769,WP_005766750.1,LapA family protein,PSPTO_RS09135,,1923445,1923687,+,NC_004578.1,0,0,0,0
1714,1714,1714,1770,WP_005766752.1,MBL fold metallo-hydrolase,PSPTO_RS09140,,1924100,1925542,+,NC_004578.1,0,0,0,1
1715,1715,1715,1771,WP_011103695.1,SDR family oxidoreductase,PSPTO_RS09145,,1925715,1926695,+,NC_004578.1,0,0,0,0
1716,1716,1716,1772,WP_011103696.1,glycosyltransferase family 4 protein,PSPTO_RS09150,,1926688,1927704,+,NC_004578.1,0,0,0,0
1717,1717,1717,1773,WP_011103697.1,polysaccharide biosynthesis protein,PSPTO_RS09155,,1927805,1929799,+,NC_004578.1,0,0,0,0
1718,1718,1718,1774,WP_005766760.1,helix-hairpin-helix domain-containing protein,PSPTO_RS09160,,1929959,1930288,+,NC_004578.1,0,0,0,0
1719,1719,1719,1775,WP_005766763.1,TetR/AcrR family transcriptional regulator,PSPTO_RS09165,,1930396,1930965,-,NC_004578.1,0,0,0,0
1720,1720,1720,1776,WP_161797809.1,TlpA family protein disulfide reductase,PSPTO_RS09170,,1931039,1931947,-,NC_004578.1,0,0,0,0
1721,1721,1721,1777,WP_011103699.1,HAAAP family serine/threonine permease,PSPTO_RS09175,,1932296,1933573,+,NC_004578.1,0,0,0,0
1722,1722,1722,1778,WP_002554553.1,hypothetical protein,PSPTO_RS09180,,1933649,1933855,-,NC_004578.1,0,0,0,1
1723,1723,1723,1779,WP_005766772.1,elongation factor GreAB,PSPTO_RS09185,,1933979,1934461,-,NC_004578.1,0,0,0,0
1724,1724,1724,1780,WP_005766774.1,hypothetical protein,PSPTO_RS09190,,1934465,1934869,-,NC_004578.1,0,0,0,0
1725,1725,1725,1781,WP_005766776.1,elongation factor P maturation arginine rhamnosyltransferase EarP,PSPTO_RS09195,earP,1935065,1936201,+,NC_004578.1,0,0,0,0
1726,1726,1726,1782,WP_003373297.1,elongation factor P,PSPTO_RS09200,,1936301,1936870,+,NC_004578.1,0,0,0,0
1727,1727,1727,1783,WP_011103700.1,alpha/beta hydrolase,PSPTO_RS09205,,1936962,1937981,-,NC_004578.1,0,0,0,0
1728,1728,1728,1784,WP_005766782.1,organic hydroperoxide resistance protein,PSPTO_RS09210,,1938022,1938441,-,NC_004578.1,0,0,0,0
1729,1729,1729,1785,WP_003373291.1,MarR family transcriptional regulator,PSPTO_RS09215,,1938658,1939131,-,NC_004578.1,0,0,0,0
1730,1730,1730,1786,WP_011103701.1,sulfite exporter TauE/SafE family protein,PSPTO_RS09220,,1939317,1940063,+,NC_004578.1,0,0,0,0
1731,1731,1731,1787,WP_005766786.1,LysR family transcriptional regulator,PSPTO_RS09225,,1940053,1940907,-,NC_004578.1,0,0,0,0
1732,1732,1732,1788,WP_046463922.1,DUF1127 domain-containing protein,PSPTO_RS09230,,1941002,1941235,+,NC_004578.1,0,1,0,0
1733,1733,1733,1789,WP_005766790.1,3-deoxy-7-phosphoheptulonate synthase class II,PSPTO_RS09235,,1941263,1942609,-,NC_004578.1,0,0,0,0
1734,1734,1734,1790,WP_005766792.1,spermidine synthase,PSPTO_RS09240,,1942781,1943542,+,NC_004578.1,0,0,0,0
1735,1735,1735,1791,WP_007245115.1,DEAD/DEAH box helicase,PSPTO_RS09245,,1943964,1945685,+,NC_004578.1,0,0,0,0
1736,1736,1736,1792,WP_005766795.1,dioxygenase,PSPTO_RS09250,,1945772,1946539,-,NC_004578.1,0,0,0,0
1737,1737,1737,1793,WP_005766796.1,thiopurine S-methyltransferase,PSPTO_RS09255,,1946642,1947304,+,NC_004578.1,0,0,0,0
1738,1738,1738,1794,WP_004397849.1,protease HtpX,PSPTO_RS09260,htpX,1947589,1948476,-,NC_004578.1,0,0,0,0
1739,1739,1739,1795,WP_004657364.1,pyridoxal phosphate-dependent aminotransferase,PSPTO_RS09265,,1948745,1949956,-,NC_004578.1,0,0,0,0
1740,1740,1740,1796,WP_005766799.1,peptide-methionine (R)-S-oxide reductase MsrB,PSPTO_RS09270,msrB,1950147,1950542,+,NC_004578.1,0,0,0,0
1741,1741,1741,1797,WP_004397843.1,glutathione peroxidase,PSPTO_RS09275,,1950687,1951172,+,NC_004578.1,0,0,0,0
1742,1742,1742,1798,WP_005766801.1,response regulator,PSPTO_RS09280,,1951178,1953529,-,NC_004578.1,0,0,0,0
1743,1743,1743,1799,WP_005766802.1,ATP-binding protein,PSPTO_RS09285,,1953610,1954500,+,NC_004578.1,0,0,0,0
1744,1744,1744,1800,WP_005766803.1,GAF domain-containing protein,PSPTO_RS09290,,1954497,1954979,+,NC_004578.1,0,0,0,0
1745,1745,1745,1801,WP_032621400.1,hypothetical protein,PSPTO_RS09295,,1955032,1955790,-,NC_004578.1,0,0,0,0
1746,1746,1746,1802,WP_005766806.1,pirin family protein,PSPTO_RS09320,,1956613,1957335,-,NC_004578.1,0,0,0,0
1747,1747,1747,1803,WP_007245106.1,LysR family transcriptional regulator,PSPTO_RS09325,,1957524,1958429,+,NC_004578.1,0,0,0,0
1748,1748,1748,1804,WP_172679478.1,ABC transporter substrate-binding protein,PSPTO_RS09330,,1958553,1959545,+,NC_004578.1,0,0,0,0
1749,1749,1749,1805,WP_011103704.1,molybdopterin guanine dinucleotide-containing S/N-oxide reductase,PSPTO_RS09335,,1959574,1961844,+,NC_004578.1,0,0,0,0
1750,1750,1750,1806,WP_005766812.1,acyl-CoA/acyl-ACP dehydrogenase,PSPTO_RS09340,,1961852,1963045,-,NC_004578.1,0,0,0,0
1751,1751,1751,1807,WP_011103705.1,ABC transporter substrate-binding protein,PSPTO_RS09345,,1963078,1964067,-,NC_004578.1,0,0,0,0
1752,1752,1752,1808,WP_011103706.1,rhodanese homology domain-containing protein,PSPTO_RS09355,,1964256,1965839,-,NC_004578.1,0,0,0,0
1753,1753,1753,1809,WP_011103707.1,cysteine dioxygenase,PSPTO_RS09360,,1965836,1966450,-,NC_004578.1,0,0,0,0
1754,1754,1754,1810,WP_005767686.1,LysR family transcriptional regulator,PSPTO_RS09365,,1966670,1967575,+,NC_004578.1,0,0,0,0
1755,1755,1755,1811,WP_011103708.1,LLM class flavin-dependent oxidoreductase,PSPTO_RS09370,,1967637,1968725,-,NC_004578.1,0,0,0,0
1756,1756,1756,1812,WP_005767688.1,ABC transporter permease,PSPTO_RS09375,,1968984,1969841,+,NC_004578.1,0,0,0,0
1757,1757,1757,1813,WP_005767689.1,ABC transporter ATP-binding protein,PSPTO_RS09380,,1969844,1970656,+,NC_004578.1,0,0,0,0
1758,1758,1758,1814,WP_005767690.1,SelT/SelW/SelH family protein,PSPTO_RS09385,,1970708,1971010,+,NC_004578.1,0,0,0,0
1759,1759,1759,1815,WP_011103709.1,"UDP-2,3-diacylglucosamine diphosphatase",PSPTO_RS09390,,1971103,1971924,+,NC_004578.1,0,0,0,0
1760,1760,1760,1816,WP_005767692.1,DUF962 domain-containing protein,PSPTO_RS09395,,1971940,1972251,-,NC_004578.1,0,0,0,0
1761,1761,1761,1817,WP_011103710.1,TrkH family potassium uptake protein,PSPTO_RS09400,,1972879,1974333,-,NC_004578.1,0,0,0,0
1762,1762,1762,1818,WP_005767695.1,nitroreductase family protein,PSPTO_RS09405,,1974508,1975068,+,NC_004578.1,0,0,0,0
1763,1763,1763,1819,WP_011103711.1,HAMP domain-containing histidine kinase,PSPTO_RS09410,,1975082,1976434,-,NC_004578.1,0,0,0,0
1764,1764,1764,1820,WP_005767699.1,Spy/CpxP family protein refolding chaperone,PSPTO_RS09415,,1976521,1976985,-,NC_004578.1,0,0,0,0
1765,1765,1765,1821,WP_004396544.1,response regulator transcription factor,PSPTO_RS09420,,1977171,1977848,-,NC_004578.1,0,0,0,0
1766,1766,1766,1822,WP_005767701.1,translation initiation factor 2,PSPTO_RS09425,,1977856,1978269,-,NC_004578.1,0,0,0,0
1767,1767,1767,1823,WP_005767703.1,YciI family protein,PSPTO_RS09430,,1978400,1978699,-,NC_004578.1,0,0,0,0
1768,1768,1768,1824,WP_004396551.1,septation protein A,PSPTO_RS09435,,1978701,1979297,-,NC_004578.1,0,0,0,0
1769,1769,1769,1825,WP_005767709.1,PHP domain-containing protein,PSPTO_RS09440,,1979363,1980226,+,NC_004578.1,0,0,0,0
1770,1770,1770,1826,WP_004396553.1,L-threonylcarbamoyladenylate synthase,PSPTO_RS09445,,1980240,1980869,+,NC_004578.1,0,0,0,0
1771,1771,1771,1827,WP_004396554.1,segregation/condensation protein A,PSPTO_RS09450,,1980869,1981687,+,NC_004578.1,0,0,0,0
1772,1772,1772,1828,WP_005767714.1,SMC-Scp complex subunit ScpB,PSPTO_RS09455,scpB,1981703,1982476,+,NC_004578.1,0,0,0,0
1773,1773,1773,1829,WP_005767716.1,DUF1289 domain-containing protein,PSPTO_RS09460,,1982649,1982840,+,NC_004578.1,0,0,0,0
1774,1774,1774,1830,WP_005767718.1,23S rRNA pseudouridine(2605) synthase RluB,PSPTO_RS09465,rluB,1983025,1984251,+,NC_004578.1,0,0,0,0
1775,1775,1775,1831,WP_005767720.1,amino acid permease,PSPTO_RS09470,,1984523,1985932,+,NC_004578.1,0,0,0,0
1776,1776,1776,1832,WP_005767723.1,aminoacyl-tRNA hydrolase,PSPTO_RS09475,arfB,1985964,1986377,+,NC_004578.1,0,0,0,0
1777,1777,1777,1833,WP_005767725.1,MFS transporter,PSPTO_RS09480,,1986679,1987878,-,NC_004578.1,0,0,0,0
1778,1778,1778,1834,WP_005767727.1,hypothetical protein,PSPTO_RS09485,,1988016,1988195,-,NC_004578.1,0,1,1,0
1779,1779,1779,1835,WP_005616592.1,4a-hydroxytetrahydrobiopterin dehydratase,PSPTO_RS09490,,1988647,1989003,-,NC_004578.1,0,0,0,0
1780,1780,1780,1836,WP_005767729.1,phenylalanine 4-monooxygenase,PSPTO_RS09495,phhA,1989038,1989835,-,NC_004578.1,0,0,0,0
1781,1781,1781,1837,WP_005767731.1,sigma-54-dependent phenylalanine hydroxylase transcriptional regulator PhhR,PSPTO_RS09500,,1990110,1991675,+,NC_004578.1,0,0,0,0
1782,1782,1782,1838,WP_005740605.1,DUF2790 domain-containing protein,PSPTO_RS09505,,1991772,1992038,-,NC_004578.1,0,0,0,0
