Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Gender,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified
"1184267.3","Bdellovibrio exovorus JSS",,1184267,"131567;2;1224;1553900;213481;213483;2862745;453816;1184267","cellular organisms;Bacteria;Proteobacteria;Oligoflexia;Bdellovibrionales;Bdellovibrionaceae;Pseudobdellovibrio;Pseudobdellovibrio exovorus;Pseudobdellovibrio exovorus JSS","Bacteria","Bacteria","Proteobacteria","Oligoflexia","Bdellovibrionales","Bdellovibrionaceae","Pseudobdellovibrio","Pseudobdellovibrio exovorus","Complete","JSS",,,,,,,,,,,,,,,,," ",,,"Good","2013-03-25T00:00:00Z","23190728",,"PRJNA163339","SAMN02604325","GCA_000348725.1",,"CP003537.1",,"complete",,,,,,1,,41.9,1,2657893,34,3,,2649,92.2,91.4,2.3,87,,,,,,,,,,,,,,,,,,,,,"Predatory epibiotic bacterium.","2014-12-08T22:10:26.776Z","2015-03-16T03:17:09.594Z"
"1186051.3","Blattabacterium sp. (Blaberus giganteus)",,1186051,"131567;2;1783270;68336;976;117743;200644;39782;34098;2647581;1186051","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Blattabacteriaceae;Blattabacterium;unclassified Blattabacterium;Blattabacterium sp. (Blaberus giganteus)","Bacteria","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Blattabacteriaceae","Blattabacterium","Blattabacterium sp. (Blaberus giganteus)","Complete","BGIGA",,,,,,,,,,,,,,,,,,,,"Good","2012-05-14T00:00:00Z","22843586",,"PRJNA163677","SAMN02604334","GCA_000262715.1",,"CP003535.1,CP003536.1",,"complete",,,,,1,2,,25.7281,1,629165,33,2,,591,99.1,98.7,,96.2,,,,,,,,,,,"Cockroach, Blaberus giganteus",,,,,,,,,,"Complete genome sequence of the obligate, nutrient-provisioning endosymbiont of the giant roach, Blaberus giganteus.","2014-12-08T22:10:29.526Z","2015-03-16T03:17:09.594Z"
"1188256.3","Rhodovulum sulfidophilum DSM 1374",,1188256,"131567;2;1224;28211;204455;31989;34008;35806;1188256","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodovulum;Rhodovulum sulfidophilum;Rhodovulum sulfidophilum DSM 1374","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodovulum","Rhodovulum sulfidophilum","Complete","DSM 1374",,,,,,,,,,,,,,,,,"DSM 1374",,,"Good","2015-10-03T00:00:00Z","23929476",,"PRJDB1308","SAMD00036750","GCF_000520135.1",,"BASI00000000",,,"Roche 454 GS FLX Titanium; Illumina GA IIx","50x","Newbler v. 2.6",,2,3,,66.52,1,4130470,50,9,,4251,96.8,96.1,,100,,,,,,,,,,,,,,,,,,,,,"Rhodovulum sulfidophilum is a marine photosynthetic purple bacterium (an alpha-3-proteobacteria) that can grow by either photosynthesis or respiration using a wide range of organic compounds. To better understand its photosynthesis, sulfide oxidation, and regulation of photosystem synthesis, we determined the genome sequence of the R. sulfidophilum W4 (DSM 1374).","2016-01-17T15:34:06.740Z","2016-01-17T15:34:06.740Z"
"1191523.3","Melioribacter roseus P3M-2",,1191523,"131567;2;1783270;68336;1134404;795747;795748;1334117;1134403;1134405;1191523","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Ignavibacteriae;Ignavibacteria;Ignavibacteriales;Melioribacteraceae;Melioribacter;Melioribacter roseus;Melioribacter roseus P3M-2","Bacteria","Bacteria","Ignavibacteriae","Ignavibacteria","Ignavibacteriales","Melioribacteraceae","Melioribacter","Melioribacter roseus","Complete","P3M",,,,,,,,,,,,,,,,,,,,"Good","2012-07-18T00:00:00Z",,,"PRJNA165865","SAMN02603097","GCA_000279145.1",,"CP003557.1",,"complete",,,,,,1,,41.3,1,3300414,45,2,,2990,99.6,99.5,,100,,,,,,,,,,,,,,,,,,,,,"Melioribacter roseus will be used for comparative analysis.","2014-12-08T22:12:02.248Z","2015-03-16T03:17:09.594Z"
"1193095.6","Lactobacillus hokkaidonensis LOOC260",,1193095,"131567;2;1783272;1239;91061;186826;33958;2767890;1193095","cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Paucilactobacillus;Paucilactobacillus hokkaidonensis","Bacteria","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Paucilactobacillus","Paucilactobacillus hokkaidonensis","Complete","LOOC260",,,,,,,,,,,,,,,,,,,,"Good","2014-11-11T00:00:00Z","-",,"PRJDB1726","SAMD00000344","GCA_000829395.1",,"AP014680.1,AP014682.1,AP014681.1",,,"PacBio RSII","300X","HGAP SMRTAnalysis v. 2.1",,2,3,,38.22,1,2277985,56,12,,2343,98.2,97,3.2,100,,"timothy grass silage","isolated from timothy grass silage",,,,,,,,,,,,,,,,,,"Lactobacillus hokkaidonensis is a novel species of the genus Lactobacillus isolated from timothy grass silage. This species shows remarkable psychrotolerance growing at as low as 4 degree C and has the potential for application as a starter culture for silage fermentation in the cold region. The purpose of this project is to understand the genomic characteristics of L. hokkaidonensis LOOC260 strain.","2015-03-12T13:40:15.385Z","2015-03-16T03:17:09.594Z"
"1193729.4","Candidatus Endolissoclinum patella L2",,1193729,"131567;2;1224;28211;204441;41295;1263978;1263979;1193729","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Candidatus Endolissoclinum;Candidatus Endolissoclinum faulkneri;Candidatus Endolissoclinum faulkneri L2","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Candidatus Endolissoclinum","Candidatus Endolissoclinum faulkneri","Complete",,,,,,,,,,,,,,,,,," ",,,"Good","2012-11-28T00:00:00Z","23185008",,"PRJNA164601",,"GCA_000319385.1",,"CP003539.1",,"complete",,,"1",,,1,,34.15,1,1481191,42,3,,810,99.6,99.6,,86,,"3 m depth in a coral reef",,,,,"Fiji","Oceania","Fiji: coral reef",,"Tunicate, Lissoclinum patella",,,,,,,,,,"Uncultivated symbiotic bacterium in the ascidian, Lissoclinum patella collected in Fiji at 3 m depth in a coral reef.","2014-12-08T22:10:48.967Z","2015-03-16T03:17:09.594Z"
"1194526.3","Staphylococcus warneri SG1",,1194526,"131567;2;1783272;1239;91061;1385;90964;1279;1292;1194526","cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus warneri;Staphylococcus warneri SG1","Bacteria","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus warneri","Complete","SG1",,,,,,,,,,,,,,,,," ",,,"Good","2013-01-23T00:00:00Z",,,"PRJNA167492","SAMN02604131","GCA_000332735.1",,"CP003668.1,CP003675.1,CP003673.1,CP003676.1,CP003669.1,CP003671.1,CP003670.1,CP003672.1,CP003674.1",,"complete",,,,,8,9,,32.6547,1,2486042,56,16,,2435,99.8,99.4,1.4,98.6,,"laboratory contaminant",,,,,,,,,,,,,,,,,,,"Solvent tolerant bacterium","2014-12-08T22:13:26.707Z","2015-03-16T03:17:09.594Z"
"1196094.4","Snodgrassella alvi wkB2",,1196094,"131567;2;1224;28216;206351;481;1193515;1196083;1196094","cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Snodgrassella;Snodgrassella alvi;Snodgrassella alvi wkB2","Bacteria","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Snodgrassella","Snodgrassella alvi","Complete","wkB2",,,,,,,,,,,,,,,,," ",,,"Good","2014-03-25T00:00:00Z",,,"PRJNA167602","SAMN03081540","GCA_000600005.1",,"CP007446.1",,"complete","Illumina",,"Velvet v. 1.1.06",,,1,,41.3,1,2527978,59,12,,2300,97.2,96.6,,96.6,,"bee guts","isolate from bee guts",,,,,,,,,,,,,,,,,,"isolate from bee guts.","2014-12-08T22:12:56.039Z","2015-03-16T03:17:09.594Z"
"1196095.8","Gilliamella apicola strain wkB1",,1196095,"131567;2;1224;1236;1240482;1240483;1193503;1196095","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Orbales;Orbaceae;Gilliamella;Gilliamella apicola","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Orbales","Orbaceae","Gilliamella","Gilliamella apicola","Complete","wkB1",,,,,,,,,,,,,,,,,,,,"Good","2014-03-25T00:00:00Z","23041637",,"PRJNA238854",,"GCA_000599985.1",,"CP007445.1",,"complete","Illumina; PacBio",,"Velvet v. 1.1.06; Pacbio HGAP v. Mar. 2013",,,1,,33.6,1,3139412,51,12,,2804,94.3,93.3,,100,,,,,,,,,,,,,,,,,,,,,,"2014-12-08T22:11:41.020Z","2015-03-16T03:17:09.594Z"
"1196835.3","Pseudomonas stutzeri CCUG 29243",,1196835,"131567;2;1224;1236;72274;135621;286;136846;578833;316;1196835","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas stutzeri group;Pseudomonas stutzeri subgroup;Pseudomonas stutzeri;Pseudomonas stutzeri CCUG 29243","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas stutzeri","Complete","CCUG 29243",,,,,,,,,,,,,,,,,"CCUG 29253",,,"Good","2012-06-13T00:00:00Z",,,"PRJNA167996","SAMN02603608","GCA_000267545.1",,"CP003677.1",,"complete",,,,,,1,,37.7,1,4709064,60,8,,4379,97.9,95.3,,100,,"sediments of the West Mediterranean Sea","isolated from sediments of the West Mediterranean Sea",,,,,,,,,,,,,,,,,,"Pseudomonas stutzeri CCUG 29253 (P. stutzeri AN10) is a well characterized naphthalene degrading bacterium isolated from sediments of the West Mediterranean Sea. Although it is able to grow with naphthalene and/or salicylate as unique carbon and energy source, salicylate seem to be toxic for strain AN10 at concentrations higher than 3 mM. Evolutionary experiments to adapt strain AN10 to higher salicylate concentrations are now underway.","2014-12-08T22:12:40.016Z","2015-03-16T03:17:09.594Z"
"1197325.3","Mycoplasma wenyonii str. Massachusetts",,1197325,"131567;2;1783272;544448;31969;2085;2092;2093;65123;1197325","cellular organisms;Bacteria;Terrabacteria group;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma wenyonii;Mycoplasma wenyonii str. Massachusetts","Bacteria","Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma","Mycoplasma wenyonii","Complete","Massachusetts",,,,,,,,,,,,,,,,,,,,"Poor","2012-07-16T00:00:00Z","22965086",,"PRJNA168067","SAMN02603734","GCA_000277795.1",,"CP003703.1",,"complete",,,,,,1,,33.9,1,650228,32,2,,737,93.7,93.7,0.9,53.8,"Too many hypothetical CDS",,,,,,,,,,,,,,,,,,,,"'Mycoplasma wenyonii [Eperythrozoon wenyonii] is a cell-wall less bacterium that may cause acute and chronic infections in cattle. Anemia, edema, lymphadenopathy, transient fever, anorexia, weight loss, infertility, and decreased milk production has been associated with M. wenyonii infections. Genomic DNA was obtained from white blood cells depleted EDTA blood sample of a cow.'","2014-12-08T22:12:24.562Z","2015-03-16T03:17:09.594Z"
"1197884.5","Acinetobacter venetianus VE-C3",,1197884,"131567;2;1224;1236;2887326;468;469;52133;1197884","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter venetianus;Acinetobacter venetianus VE-C3","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter venetianus","Complete","VE-C3",,,,,,,,,,,,,,,,,,,,"Good","2015-03-19T00:00:00Z",,,"PRJNA168177","SAMN02471758","GCF_000308235.1",,"ALIG00000000",,,"454; Illumina HiSeq","100.0x","Newbler v. Apr 2010; Abyss v. 2011",,1,2,,39.13,1,3358062,74,19,,3533,97.9,96.7,2.9,93.8,,"seawater",,"1997",1997,,"Italy","Europe","Italy: Venice Lagoon",,,,,,,,,,,,"N-alkane degrading strain","2016-01-17T15:29:18.390Z","2016-01-17T15:29:18.390Z"
"1198232.3","Cycloclasticus zancles 7-ME",,1198232,"131567;2;1224;1236;72273;135616;34067;1329899;1198232","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;Cycloclasticus;Cycloclasticus zancles;Cycloclasticus zancles 78-ME","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Piscirickettsiaceae","Cycloclasticus","Cycloclasticus zancles","Complete",,,,,,,,,,,,,,,,,,,,,"Good","2013-08-01T00:00:00Z",,,"PRJNA201013","SAMN02603046","GCA_000442595.1",,"CP005996.1,CP006601.1",,"complete","Illumina","1965X","Phred/Phrap/Consed v. 23.0",,1,2,,41.9834,1,2613078,36,2,,2590,99.1,99,0.4,100,,"tar at the shipwreck site of tanker Haven",,,,,"Italy","Europe","Italy: Arenzano",,,,,,,,,,,,"An important marine ¿¿¿¿¿¿¿obligate hydrocarbonoclastic bacteria¿¿¿¿¿¿¿ (OHCB).  With a particular selective specialization for polycyclic aromatic hydrocarbons (PAH) degradation.","2014-12-08T22:11:05.822Z","2015-03-16T03:17:09.594Z"
"1199245.3","secondary endosymbiont of Ctenarytaina eucalypti",,1199245,"131567;2;1224;1236;91347;543;191675;84563;146507;1199245","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacteriaceae incertae sedis;ant, tsetse, mealybug, aphid, etc. endosymbionts;aphid secondary symbionts;secondary endosymbiont of Ctenarytaina eucalypti","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",,"secondary endosymbiont of Ctenarytaina eucalypti","Complete",,,,,,,,,,,,,,,,,,,,,"Poor","2012-08-13T00:00:00Z","22821013",,"PRJNA165193","SAMN02604351","GCA_000287335.1",,"CP003546.1",,"complete",,,,,,1,,43.3,1,1441139,40,3,,1110,99.6,99.6,0.9,45.1,"Low CheckM completeness score",,,,,,,,,,,,,,,,,,,,"Genome sequence of bacterial secondary symbiont from Ctenarytaina eucalypti. ","2014-12-08T22:13:55.587Z","2015-03-16T03:17:09.594Z"
"1200352.3","Corynebacterium terpenotabidum Y-11",,1200352,"131567;2;1783272;201174;1760;85007;1653;1716;89154;1200352","cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium terpenotabidum;Corynebacterium terpenotabidum Y-11","Bacteria","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium terpenotabidum","Complete","Y-11",,,,,,,,,,,,,,,,,"DSM 44721",,,"Good","2013-07-05T00:00:00Z","16347551: 10028267: 1115507: 869527",,"PRJNA168617","SAMN02603028","GCA_000418365.1",,"CP003696.1",,"complete","Sanger dideoxy sequencing; 454; Illumina",,"Newbler v. 2.3",,,1,,67,1,2751233,57,15,,2451,96.7,96.3,0.4,99.5,,,,,,,,,,,,,,,,,,,,,"Complete genome sequence of Corynebacterium terpenotabidum DSM 44721(T)","2014-12-08T22:11:04.440Z","2015-03-16T03:17:09.594Z"
"1202450.10","Mycobacterium haemophilum DSM 44634 = ATCC 29548",,1202450,"131567;2;1783272;201174;1760;85007;1762;1763;29311;1202450","cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium haemophilum;Mycobacterium haemophilum DSM 44634","Bacteria","Bacteria","Actinobacteria","Actinomycetia","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium haemophilum","Complete","ATCC 29548",,,,,,,,,,,,,,,,,"ATCC:29548",,,"Good","2015-10-30T00:00:00Z",,,"PRJNA171821","SAMN01918491","GCF_000340435.2","SRR2064152,SRR2064165,SRR2064167,SRR2064214","ANHL00000000",,,"Illumina; Pacific Biosciences","55x","ALLPATHS_LG v. 45837",,,1,,63.95,1,4235765,45,1,,4291,99.1,98.3,1.5,99.9,,"subcutaneous granuloma",,,,,,,,,,,,,,,,,,,"Mycobacterium haemophilum is a slowly-growing acid fast bacterium that belongs to the group of nontuberculous mycobacteria. It is distinguished from other mycobacteria by its preference for a lower growth temperature, and by its requirement for iron supplementation in the culture medium. This organism causes disease in humans, most often skin infections in immunocompromised patients, but can also cause disseminated and pulmonary infections in immunocompromised hosts, and cervical lymph node infections in immunocompetent children.","2016-01-17T15:30:19.354Z","2016-01-17T15:30:19.354Z"
"1205910.3","Nocardiopsis alba ATCC BAA-2165",,1205910,"131567;2;1783272;201174;1760;85012;83676;2013;53437;1205910","cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Streptosporangiales;Nocardiopsaceae;Nocardiopsis;Nocardiopsis alba;Nocardiopsis alba ATCC BAA-2165","Bacteria","Bacteria","Actinobacteria","Actinomycetia","Streptosporangiales","Nocardiopsaceae","Nocardiopsis","Nocardiopsis alba","Complete","ATCC BAA-2165",,,,,,,,,,,,,,,,,"ATCC BAA-2165",,,"Good","2012-09-04T00:00:00Z",,,"PRJNA169662","SAMN02603688","GCA_000294515.1",,"CP003788.1",,"complete",,,,,,1,,69.6,1,5848211,54,15,,5306,96.8,95,0.4,99.6,,"honeybee guts","isolated from honeybee guts",,,,,,,,"Honey bee, Apis mellifera","Honey Bee",,,,"Insect",,,,,"The complete genome sequence will provide insights into the metabolisms and genetic regulatory networks of this genus of bacteria that enable them to survive and live in a wide range of environment. Nocardiopsis alba ATCC BAA-2165 is isolated from honeybee guts.","2014-12-08T22:12:27.944Z","2015-03-16T03:17:09.594Z"
"1206109.10","Candidatus Portiera aleyrodidarum BT-B-HRs",,1206109,"131567;2;1224;1236;135619;28256;114403;235572;91844;1206109","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Zymobacter group;Candidatus Portiera;Candidatus Portiera aleyrodidarum;Candidatus Portiera aleyrodidarum BT-B-HRs","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Candidatus Portiera","Candidatus Portiera aleyrodidarum","Complete","BT-B",,,,,,,,,,,,,,,,,,,,"Poor","2014-01-30T00:00:00Z","23144417",,"PRJNA175094","SAMN02603335","GCF_000300075.1",,"CP003868",,,,,,,,1,,26.21,1,351658,32,2,,400,95.3,95.2,3.7,25.5,"Low CheckM completeness score",,,,,,,,,,"Bemisia tabaci B",,,,,,,,,,"Candidatus Portiera aleyrodidarum is the primary symbionts of whitefly. The comparison of genomes between strains will help us understand the differences between two strains.","2016-01-17T15:29:14.369Z","2016-01-17T15:29:14.369Z"
"1206109.5","Candidatus Portiera aleyrodidarum BT-B-HRs",,1206109,"131567;2;1224;1236;135619;28256;114403;235572;91844;1206109","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Zymobacter group;Candidatus Portiera;Candidatus Portiera aleyrodidarum;Candidatus Portiera aleyrodidarum BT-B-HRs","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Candidatus Portiera","Candidatus Portiera aleyrodidarum","Complete","BT-B",,"biovar B",,,,,,,,,,,,,,,,,,"Poor","2012-08-22T00:00:00Z",,,"PRJNA169905",,"GCA_000292685.1",,"CP003708.1",,"complete",,,,,,1,,26.2,1,358242,33,3,,285,95.5,95.4,3.8,24.5,"Low CheckM completeness score",,,,,,,,,,,,,,,,,,,,"Genome sequencing of the obligate endosymbiont of the whitefly Bemisia tabaci (biotype B)","2014-12-08T22:10:50.471Z","2015-03-16T03:17:09.594Z"
"1206745.3","Helicobacter cinaedi ATCC BAA-847",,537971,"131567;2;1224;68525;29547;213849;72293;209;213;537971","cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter cinaedi;Helicobacter cinaedi CCUG 18818 = ATCC BAA-847","Bacteria","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter cinaedi","Complete","ATCC BAA-847",,,,"MLST.Helicobacter_cinaedi.19",,,,,,,,,,,,,"ATCC BAA-847","Yes",,"Good","2012-07-19T00:00:00Z","23012276",,"PRJDB113",,"GCA_000349975.1",,"AP012492.1",,"complete","ABI3730xl, Roche 454, Illumina MiSeq","20x","GS De Novo Assembler v. 2.6",,,1,,38.3,1,2240130,39,4,,2506,97.3,96.3,1.9,93.2,,"rectal swab","rectal swab","1980",1980,,"USA",,"Washington, USA",,"Human, Homo sapiens","Human",,,,"Human",,,,,"Helicobacter cinaedi is one of the emerging  pathogens, which is often isolated from blood stream. We determined the whole genome sequence of the type strain of H. cinaedi, ATCC BAA-847 for the first time.","2014-12-08T22:11:43.192Z","2015-03-16T03:17:09.594Z"
"1207075.3","Pseudomonas sp. UW4",,1207075,"131567;2;1224;1236;72274;135621;286;196821;1207075","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;unclassified Pseudomonas;Pseudomonas sp. UW4","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas sp. UW4","Complete","UW4",,,,,,,,,,,,,,,,,,,,"Good","2012-12-03T00:00:00Z",,,"PRJNA170097","SAMN02604261","GCA_000316175.1",,"CP003880.1",,"complete","454",,"1",,,1,,60.05,1,6183388,71,22,,5541,98.8,96.4,0.4,100,,,,,,,,,,,,,,,,,,,,,"Pseudomonas putida UW4 is a plant growth-promoting bacterium that can promote plant growth under different environmental stresses, such as flooding, high salinity, cold, in the presence of heavy metals, and phytopathogens. It can be used to increase crop yield and in phytoremediation. Genome sequencing of UW4 will benefit the development of a more complete understanding of the mechanisms used by this bacterium to promote plant growth, and provide a fundamental basis for future studies towards fully understanding the functioning of this bacterium.","2014-12-08T22:12:39.948Z","2015-03-16T03:17:09.594Z"
"1208324.3","Celeribacter indicus P73",,1208324,"131567;2;1224;28211;204455;2854170;875170;1208324","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Celeribacter;Celeribacter indicus","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Celeribacter","Celeribacter indicus","Complete","P73",,,,,,,,,,,,,,,,,,,,"Good","2015-01-16T00:00:00Z","25582347",,"PRJNA170415","SAMN03280159","GCA_000819565.1",,"CP004393.1,CP004395.1,CP004398.1,CP004396.1,CP004397.1,CP004394.1",,,"Sanger dideoxy sequencing; Illumina","488x","Soapdenovo v. 1.05",,5,6,,65.74,1,4529105,47,6,,4971,96.7,94.5,,100,,,,,,,,,,,,,,,,,,,,,"Celeribacter sp. P73 Genome Sequencing","2015-03-12T13:40:19.331Z","2015-03-16T03:17:09.594Z"
"1208660.3","Bordetella parapertussis Bpp5",,1208660,"131567;2;1224;28216;80840;506;517;519;1208660","cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella parapertussis;Bordetella parapertussis Bpp5","Bacteria","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Bordetella","Bordetella parapertussis","Complete","Bpp5",,,,"MLST.Bordetella_spp.16",,,,,,,,,,,,," ",,,"Good","2012-10-08T00:00:00Z","23051057",,"PRJNA177084","SAMEA2272448","GCA_000317935.1",,"HE965803.1,HE965804.1",,"complete",,"6x","1",,1,2,,67.81,1,4887379,54,9,,4809,98.7,97.3,2.1,100,,,,,,,,,,,,,,,,,,,,,"The genus Bordetella contains nine designated species, three of which are so closely related that they are considered subspecies and are referred to as the ¿¿¿Classical Bordetella¿¿¿; B. pertussis, B. parapertussis and B. bronchiseptica.  These subspecies are phylogenetically closely related, yet differ in some of the most interesting and important characteristics of pathogens including host range, virulence and persistence.  For a more comprehensive picture of lineage evolution, we sequenced seven additional diverse Classical Bordetella isolates.  Conducting comparative analyses of these strains with published genomes will give us insight into the pan-genome of the Classical Bordetellae, reflecting the substantial phenotypic diversity of these versatile subspecies in various hosts.","2014-12-08T22:10:30.465Z","2015-03-16T03:17:09.594Z"
"1208918.3","Candidatus Kinetoplastibacterium crithidii TCC036E",,1208918,"131567;2;1224;28216;119066;33055;33056;1208918","cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Betaproteobacteria incertae sedis;Candidatus Kinetoplastibacterium;Candidatus Kinetoplastibacterium crithidii;Candidatus Kinetoplastibacterium crithidii TCC036E","Bacteria","Bacteria","Proteobacteria","Betaproteobacteria",,,"Candidatus Kinetoplastibacterium","Candidatus Kinetoplastibacterium crithidii","Complete",,,,,,,,,,,,,,,,,,,,,"Good","2013-02-19T00:00:00Z","23345457",,"PRJNA169066","SAMN02641642","GCA_000340825.1",,"CP003804.1",,"complete","454",,"Newbler v. 2.3",,,1,,31,1,821930,44,9,,730,94.2,94,0.8,83.8,,,,,,,,,,,"Angomonas deanei ATCC 30255",,,,,,,,,,"Genome sequencing project of the betaproteobacterial endosymbiont from the trypanosomatid Angomonas deanei, a parasite of insects.Simultaneous shotgun sequencing (454) of bacterial endosymbiont and eukaryotic host, with endosymbiont sequence subsequently closed by PCR and Sanger sequencing.","2014-12-08T22:10:49.297Z","2015-03-16T03:17:09.594Z"
